Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 69
"Congo, Dem. Rep.",COD,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4963.28869439568,4301.72023971045,3594.77230815555,3277.42607614665,3158.4458367539,3090.69457106167,2898.71029288119,2784.85514681101,2578.24055014348,2325.89986306716,2207.25008667301,2203.74433172333,2259.24193671989,2341.19201298174,2409.2971753098,2497.86201672549,2617.30697943909,2743.29193247187,2782.77672728428,2932.74319146684,3079.71419817923,3241.00758150601,3397.83934833192,3595.05103459274,3720.08534889104,3676.16167173053,3674.53503042314,3763.42889910093,3810.67546093952,3943.9346302363,3911.46579745078,4106.4598342022,4325.13105894398,4467.73715351501,
"Congo, Rep.",COG,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28045.3523844266,27909.1876125551,26776.1525179578,24585.2290226814,24805.6698519372,25073.7230812008,24370.7715131057,24744.1462883628,23461.4330719237,24024.8271278411,23852.5782290325,24289.7544415118,23831.6206970748,23749.1289351596,24567.9173074408,25401.5297074026,22902.0786387898,23570.881005457,25206.7348818557,26393.9637375593,26218.3130546581,28155.9477098123,27518.6583740002,28712.5790970592,28333.0306065876,25377.4582603396,23506.6926239999,22426.9337096227,22023.7335388255,20958.6278027823,20410.5952120964,19452.0246294062,19166.4484203895,19016.1242849494,
Colombia,COL,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25879.1305649636,25993.1011184608,26113.4694074962,26939.7714904793,27666.4039441946,28529.9701996449,28844.6604243086,29332.8801123616,29487.2172563715,29797.6990191525,27740.0672440748,28088.6251305347,27816.1210490088,29179.166439611,29660.7179451544,31357.2760750937,33197.4444827689,33476.9968635704,32082.2171363365,32468.6223280651,33527.672382058,33807.7059868675,35058.5651371068,35996.4595285993,36355.5637432912,36943.6403776327,36903.5625254914,37412.4444096565,38575.0512486464,38004.1223580052,39876.7885971864,41331.834908291,40161.956355701,40362.6598416382,
Comoros,COM,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10415.038651587,11059.9273928668,11234.0694364744,10483.2728552686,10705.6431408705,10405.8501148067,10611.4214932225,10550.4527363162,10516.4836271058,11371.2592928646,11364.686959155,11361.526735862,11370.4605260383,11309.0840228367,11158.366710811,10995.618858577,10649.8300345752,10637.4421794816,10889.9006374026,10975.6827686506,11193.7792680409,11473.5658116725,12073.175203086,12150.3491769114,11865.7285268757,11684.8967077084,11816.7987402221,11778.2213234517,11712.6983912371,11843.3400168162,11630.012147778,11486.2533509136,11575.552026153,11637.5727639123,
Cabo Verde,CPV,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6419.67991256291,6963.99509495956,7399.89799245016,8605.57495731391,9620.13204567046,10487.6112175541,11432.0489092766,12599.1487751879,13714.3568981773,15301.1263496,15277.2951016307,15685.5560857655,15969.0950522942,17150.9923256711,17914.8610082143,18911.8532696546,21309.8413914146,22361.6901509335,21659.7372198561,19747.5687709882,20242.2011464876,20240.8802548038,20211.9857843649,20247.7806108071,20364.5684634951,21192.9781414876,22146.9640100607,24408.2403372433,25208.2625826638,21453.9925287615,22342.4985170955,23955.2290297374,24896.8645031946,26285.8711349587,
Costa Rica,CRI,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31781.1318874196,33669.8920005679,34427.6980019232,34617.7514614637,34739.3983961285,35743.2716783825,35002.4717428207,35287.4622234102,35903.6893853385,36422.8295460327,36216.3126055169,36902.0894381368,37458.9299442154,38843.471523432,37995.6263325719,39942.4381592417,41150.8181890162,42729.4505096607,43104.4160458633,45175.0454019114,46398.8072076321,44849.2677375312,45218.1715999832,45804.8040951578,47695.8411915205,51317.4677571041,52359.2626617094,51737.9712455701,51683.9007199,55315.3120302861,57099.0503290252,56811.3963512097,61815.4244369659,63701.1116316452,
Caribbean small states,CSS,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39705.2043762498,40929.7724368453,40201.0007995034,40433.3011629984,40132.8126250157,41126.142899407,42242.9539296555,43346.7130424463,44601.2033794922,45522.453946682,45805.8677429449,47281.5517722953,49801.3332828619,50669.7745494755,52418.2410041248,55455.0078618417,56846.670389248,57194.9204897539,56198.9762465273,57151.4888944768,57490.6878903101,59377.7354119061,59791.9256069467,60443.5022231457,59594.5294779234,57049.7354296159,55773.6207434414,55601.7182282201,55987.1326464901,55507.9077649737,57847.9050878949,65294.1535695351,71229.620256467,81899.0587507272,
Cuba,CUB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45714.406481296,48922.5836723822,48557.9641364741,50230.4587762323,53069.8661878083,52706.2065297153,52978.8401633399,54863.0062337051,57633.9422638361,59213.6361461013,58136.8615469008,58575.3868488378,58079.6670390365,59731.7983272952,61539.2215073612,62248.4613912147,62853.3820198046,63590.8319967335,62021.8180518345,62056.6638606555,62433.0820098187,61738.3605224815,59371.9863004366,56918.5832052273,57515.8726858259,59362.8600807623,60040.6931268534,60211.5943858142,61360.3569760896,59410.383154871,64550.2627717216,66831.784428902,67216.0053119814,68656.4963617397,
Czechia,CZE,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52109.3252206647,51586.5605357081,52137.0634749233,53006.8443919206,55958.8530175593,58111.3291752407,58135.2741242614,58849.7947626336,60895.4828379232,63908.0562173036,65690.4986677197,66130.0036621722,68774.7460166684,72465.0487271228,76155.0014313861,80245.8745507953,83070.9511347583,84177.9381012323,81450.1029693046,84436.5147629874,85536.0630628329,84622.7646773904,83822.8873473162,84992.603760531,88070.7859617511,88651.4149977514,91773.0244814983,93149.9384930324,96427.3835750095,92703.3335731518,98551.0843875464,98358.3388438324,95700.8785765948,96613.0933652928,
Germany,DEU,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93565.1478993305,96665.3590332054,97384.6995617116,100466.238717588,101700.747230503,103516.098038446,105996.554988255,108037.868292338,108626.840375844,110967.848627128,112363.170635665,112707.469708909,113213.755862504,116201.011230381,115789.975822689,117430.276756148,118490.510830372,117970.8086876,111817.506226806,115304.940451224,119229.046005149,118353.23606289,117572.106294442,118930.623180282,119748.70616342,120645.770589928,122727.06192775,122961.684269832,122853.413462313,120369.546822349,124673.857586199,123843.525940905,122921.349247199,124097.367911067,
Djibouti,DJI,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28246.466542588,29663.1365985038,31148.8799953401,32676.9398458488,33826.0113996112,34828.7778909901,36123.2666863297,37292.3449801374,37860.5136123775,37508.4136866732,39246.7916942341,40676.3353607718,
Dominica,DMA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91399.0651835207,93088.5881867652,95462.4531700501,100309.733591037,100752.551297885,102998.576999073,104027.99170092,106562.088969645,108476.035248461,112185.745137753,113276.98981084,112749.124682838,114746.079933274,116730.31797597,118956.229735029,120998.377487193,122165.67437131,121803.739550351,119511.257445291,124057.915476177,125745.21210713,126465.685024145,128679.54343402,129006.168982264,129425.126937628,131030.509419989,133597.597515558,134046.319427958,134323.597970611,132897.814416007,139651.186350889,137832.23328113,140371.523404014,145348.253444986,
Dominican Rep.,DOM,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22385.1693501414,24058.7563085356,24995.8395774898,24994.1450871195,25752.6011878111,26573.3477825191,28070.1867457915,29150.0871422069,30090.5757846071,30769.4959235376,31814.0647847752,32225.7851469485,31708.1951609984,31522.0653681619,34032.3770695378,35620.2739197053,37379.6964146781,37457.7808376334,38823.9291259858,40301.7926425595,40190.7260628552,39991.6333846568,41670.3363834668,43427.4430910586,44304.0352599853,46036.8088726596,46447.9330254985,47946.2853253124,48766.9831396827,47694.874174832,52123.0459809023,52845.4779231741,52472.0258578576,54109.9468223477,
Algeria,DZA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53108.8588546521,55019.9278314235,53493.2357632122,52388.2047444157,55938.8364812198,53688.5742307223,50850.8136492952,53081.2662964643,54554.5567779612,56081.6055459894,54378.2128936649,54892.7616057683,55512.4245648623,52535.6716082839,52682.6684127187,51250.8451804857,52648.9839392747,51338.3822504418,50172.5648703329,51012.2777661653,51791.9054943547,52977.9463697316,53144.8214051745,55151.9523389244,56972.8664757739,57888.9544311058,59142.790788727,59311.4550578234,59207.3848011386,60380.0305676449,60966.5199082311,58903.4230789971,60159.0902259209,61393.6962849941,
East Asia & Pacific (excluding high income),EAP,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251.50271894052,5707.58273906256,6242.33543312426,6797.80662407376,7353.57579710612,7894.27019740074,8309.29693474314,8279.46057016782,8666.80466597211,9182.77069184044,9673.2261640825,10315.7982329069,11071.2779481996,11864.3613253664,12832.2733852326,13975.2331938686,15393.4802788385,16524.3904941722,17606.8570237514,19095.7778688814,20414.1304453144,21794.0524728915,23277.2121154967,24710.8333328324,26226.2935740476,27796.3073643764,29552.7216488662,31287.0323675163,33028.8250549052,33922.8283520539,35715.9045372897,37091.0389718133,38610.6041272252,40381.7056680576,
Early-demographic dividend,EAR,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15333.4170225687,15566.7415808714,15792.7322716965,15943.549437431,16093.2813380404,16531.0305438174,16788.975471485,16702.4084801327,16741.4762832686,17021.3297107926,16980.1204775581,17110.9752494957,17639.1430278431,18312.7242988747,19035.2024674786,19879.2151277197,20681.9928737485,21152.1976688503,21276.1572650169,22288.9231947425,23049.828349974,23638.4800964021,24249.5973173109,24986.9171895031,25825.4998004484,26688.1994404213,27559.40562739,28305.6497471906,28488.4420770433,27877.0243049645,28875.4372513156,29339.9107398987,29960.7039181498,30553.9661631983,
East Asia & Pacific,EAS,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11828.3241635883,12283.1796672104,12822.2206883567,13454.8930274921,14146.1191406606,14841.2602272234,15315.8359458823,15155.2749009417,15629.4308692104,16329.397794724,16782.2899933199,17480.0724736054,18278.6075022174,19195.29686924,20229.1752869418,21411.4470856605,22871.4532893743,23862.8715383479,24549.7066115463,26293.0978787495,27555.0471362206,28932.9592953102,30458.2657948715,31841.3489302928,33322.286880161,34840.7279820259,36606.2892549242,38253.7444920694,39836.4665777502,40515.0440868061,42398.6338543317,43756.5631258751,45201.2035622003,45802.3491823482,
Europe & Central Asia (excluding high income),ECA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31740.2642863638,29423.1358362229,28047.4468145112,24079.9542565861,23701.1225063364,24224.2670658391,25325.379145897,25833.9610033968,25507.0312591512,27099.3981125737,27359.2015634905,28856.0069032165,30709.848659445,33856.2700260686,35982.6251661237,38575.4425277111,41043.4834643685,41936.6895275362,39986.0070955533,41644.7001788273,43715.5915705675,44674.0727561661,46478.6187627003,47036.7485454205,47212.6068163124,47802.771861383,49683.2224835028,50776.2066702271,52034.3186320633,53194.3191498833,56360.1802226639,60650.0360326305,62814.6286646616,64377.8476110456,
Europe & Central Asia,ECS,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65315.3327728888,63823.3077255963,63731.5449820751,63723.1997201161,64412.7799849738,65369.9379036518,67445.7670732843,68645.8437253232,69364.8609618956,71775.332928273,73092.0414353141,74022.3396288451,75518.3669829233,78061.1364904603,79577.212268562,82108.1993194266,84238.1905724642,84802.7392426582,82093.4191219347,84030.8019460944,85792.645367025,86104.2570314028,86886.4062630842,87745.3010845125,88384.0540275345,88946.7685790275,90649.5972641037,91809.3509921008,93282.4245343472,90393.9545069679,95338.2112785646,98736.9343366396,99324.0891604099,100852.943296944,
Ecuador,ECU,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24953.2256021672,24809.1479151528,24680.7873165476,25014.6085066985,24951.1206436755,24790.345241726,24957.6258079566,24358.1311557802,23238.5096425484,23529.5894437997,23593.0971472557,24103.883861334,24204.7738759472,24287.2533728742,24862.6945912657,24910.9847419039,25121.2696729719,26445.3608956577,27356.3365979101,28257.5691660964,30217.9641072162,30866.8530119944,32439.3131125534,33040.1245131613,30915.7821775165,29435.046009244,30027.4308645581,30166.004573337,29791.5177746738,30044.4565193421,29416.3436965381,30454.8195877956,30735.5916662214,30088.3709559843,
"Egypt, Arab Rep.",EGY,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31355.8215502358,31371.4470148094,31611.5611175871,31333.0854411265,32569.9842006115,32954.8814066957,34037.4189859368,35236.2420532056,35052.9837447285,37623.0675533912,39033.7562088778,40732.7851327936,40387.075840964,39772.2642277975,39964.9021213213,40578.2123284655,40881.4377101201,43124.1008542717,44207.4527748962,44085.9841014628,46012.0064522297,46662.0675212044,46967.479496115,47573.4472262571,49849.1403738522,51041.0895750058,53638.5056046135,56226.182278193,58321.5282718362,60087.8861187131,58608.2012342448,61385.2845252092,62257.0893711634,62504.6738962248,
Euro area,EMU,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92182.3247706316,93893.5200445989,94918.384388741,97997.2904995073,99995.801687696,101300.660910331,103566.252932624,105372.203518415,106643.098704011,108989.60691029,109989.623253406,110019.814160202,109827.759698784,111641.558119028,112006.374793443,113528.309658971,114886.831957004,114323.70602576,111460.42306942,114241.578631095,116500.143338415,115994.793469195,116301.489242659,117382.63127293,118607.775598188,119111.899181935,120395.155165954,120705.558070733,121305.614984571,115600.113475922,121492.89998709,122640.392726892,121820.893041886,122613.420333697,
Eritrea,ERI,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96046.8842993591,97634.6926605002,100713.399301306,103734.771976514,103689.693797435,103961.269654308,103736.09201707,103950.523303853,102587.967300101,102839.028457503,103432.487933829,102541.142113389,101594.938099871,101033.373963865,98615.2637782736,98510.0326767351,99084.3001525231,100427.955307098,103355.32638564,105496.685589011,106564.413562907,108128.067268388,109378.027702569,109657.825872193,110847.546671343,111018.756501687,111039.894016921,111147.640456212,110743.211960685,101656.794523899,105019.262272032,107370.124144124,107700.834230021,109264.637641345,
Estonia,EST,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34894.107255547,29502.5182770816,29974.8325571684,30358.1570737818,33544.7781834168,35997.0964994149,40926.8233629835,43301.7855021702,44473.6576761851,49335.0808999009,52952.8346182031,55673.3198111146,58896.3525370508,61984.0693105946,66676.0018984872,69510.2400629327,73962.0796516433,70283.0505800116,66289.7076012225,71111.7867798574,72199.3758538987,73329.2487320207,73852.660700167,75821.38603018,75592.7389834792,77401.2603120397,80078.2926838294,82162.6147040473,84631.2840362394,84347.7747308247,89268.0967343546,84827.7694463384,80808.7111496397,81782.8666275794,
Ethiopia,ETH,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.02488926137,1601.98054757598,1751.90653251398,1748.1868123017,1796.81932001088,1963.04430486359,1970.39599230734,1855.57564985171,1902.45192651093,1957.62763198367,2052.29139483903,2017.82572069028,1911.52083044487,2097.70290029596,2264.93639576429,2427.3194736014,2616.42929548758,2800.69431247546,2942.62541456379,3193.72326273254,3420.98626188298,3580.33743022144,3816.9795866807,4142.54525384855,4503.64279008393,4857.80961626183,5249.09930011303,5539.81202719671,5937.3545655837,6346.96044004726,6586.6754646976,6699.61202903579,6947.4701082195,7238.69985388952,
European Union,EUU,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80773.5001687865,81950.2651163094,82927.6783380717,85581.3332023966,87567.7546584808,88937.8040160496,90677.5960779027,92362.7649970106,94018.8775578399,96727.3432076052,98156.7519027737,98999.8095833971,99253.3387775031,101406.934614641,102096.707662407,103886.800810817,105257.600110569,105014.059903683,102825.321694419,105211.578263799,107545.556658938,107165.366064697,107470.280291735,108463.383321393,109826.251145327,110488.882451469,111976.102245544,112970.529107228,114148.421093092,109461.970988259,115339.905848863,116780.142827677,116241.643924739,117341.832311323,
Fragile and conflict affected situations,FCS,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12444.99651817,11787.0941685909,10886.4482984556,9675.97610081371,9184.56047804889,9086.30914639389,9224.21451452213,9443.4204367141,9478.10210724389,9754.20872780112,10012.1948051793,10254.7634115548,10181.2842331592,11167.6393230551,11497.80739478,11972.3751175844,12477.6755507037,12829.0503884463,12591.525503516,13148.8921937064,13217.8887096751,13463.8013814764,13512.4906061484,13410.2120440317,13271.7654327902,13431.5503243731,13533.9052162015,13645.9669048881,13792.6517686056,13152.3676059012,13108.3500271731,11480.6270667682,11212.0399334971,10919.9677370911,
Finland,FIN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75870.7094704908,78743.4152949895,83047.7793068437,87244.4723880911,92372.5111863876,94472.6805590121,97869.5204719006,100485.083419304,101058.306761421,105161.538093163,105601.475648997,106726.840641899,108477.349725231,112653.364780771,113493.503526491,116343.726492944,121253.874485691,120158.208944671,113925.62975309,118343.767133862,119496.929633524,117395.095115,117255.673169734,117525.765772897,118499.405266495,120803.467844865,123870.374877457,121926.512803932,122532.820921127,121062.282937213,121651.790149241,119431.792658216,118148.333464657,117938.00333865,
Fiji,FJI,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22313.1694977169,23468.2372596747,23724.0623234798,24666.8335297057,25017.6668731212,25895.7786603569,24946.0303629887,24801.0866685113,26482.6125113923,25598.5994976945,25719.7655820935,26198.7605079693,26112.3687551866,27149.3109243079,27410.3869110347,27035.1388633627,26015.0238037698,25571.7949052706,24616.4750507176,24745.7621843815,24841.720161986,25592.1451800761,27290.1020882428,29379.7330316472,30928.6743606539,31953.2719937294,33647.4598319705,34913.2236909131,34647.5566349141,29019.6414602242,27356.8725734018,32189.1693169362,34253.2633687508,35299.4571054982,
France,FRA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97447.8749877421,99254.2174946185,99504.0511789286,102997.280896988,103861.106716702,104743.827813621,107767.786904362,110118.75734761,112443.256907393,114079.539458326,113668.312593653,113477.058780925,111918.334833041,115221.089981375,116068.699855343,118414.913863891,119244.035824042,118113.340267968,116073.22490969,118246.591713229,120919.272904966,120917.696040329,121102.542388199,123181.733488365,124330.364039763,124907.32987333,126319.192445818,127060.863354141,128928.445413505,119633.985563165,124027.951128229,125015.821437444,125896.421489765,126986.166300979,
Faroe Islands,FRO,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107269.370635064,101520.840647876,102895.38097549,103974.519166389,105853.705916841,106682.713254384,109643.635650006,110286.186961055,97482.3150768273,92888.2698933842,91943.1275679714,88282.1574318607,87074.4976767552,84608.9967676707,83607.5620538865,78859.2349841542,80925.5540399974,75741.0860356525,73109.9899830415,75688.5964424093,77225.5236324886,77573.9991503264,78555.7308781212,78745.988206196,78831.0241814409,77901.6649328941,75985.9166250732,74547.3455281284,75405.9482048962,78327.1720160637,76580.9622361493,72193.6276681443,72205.5898277144,72900.3309663427,
United Kingdom,GBR,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73934.3141092005,75702.7078610314,78651.4466720028,81128.1229484532,82304.2813216064,83570.5438869918,86103.7127743889,88002.7849430623,89632.8318635894,92095.4471345529,93526.0118306003,94479.0538199075,96503.6707059943,97922.7441046493,99610.1303483912,100959.168447428,102828.645453754,101657.874350191,98507.2217241836,100514.622734774,101131.37455262,101697.876771115,102265.14054737,103069.070361098,103527.082096538,103797.914931979,105605.529495625,105860.452498758,106437.784561203,96190.4773538103,105287.585583074,107929.381740866,107158.922063694,107228.596715082,
Georgia,GEO,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21089.9327057387,11759.5485227813,8163.57032446912,7573.70880300659,8021.21862490713,9753.29047180814,11213.5696883809,12257.4747396792,12552.3576134076,12864.0252240441,13188.2635337701,14416.4269698847,15555.2892176927,16977.8331532535,19052.6251660256,21390.555151291,23607.8677372337,25495.8202278573,25258.3985469751,26533.706987683,28383.7669010596,29901.2279131592,31647.4656824376,31975.5239816134,32278.9254702322,33761.5409014191,35718.394726048,38835.4813549074,41265.3226378976,38523.465643023,44811.4372063818,47780.0432130855,51270.3104732271,56608.383613392,
Ghana,GHA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6971.58014250191,7164.97737587013,7368.13115337892,7469.13882877912,7632.26041398336,7845.86156495126,8014.00737258288,8209.90204341322,8514.49928097099,8626.24375365504,8633.2501983926,8668.4793198775,8766.17523069875,8910.01894659641,9093.0560132075,9333.90271584377,9510.66630219715,10129.1975308175,10392.0029719924,10973.478384101,12112.5948913104,12828.7359366361,13360.0358810316,13785.5813745786,14151.7393506149,14184.6826255554,14835.2830923235,15535.8683220758,16333.2330663895,16379.5349598259,16907.0466644367,17243.0492277061,17354.2263347874,17996.9979176603,
Gibraltar,GIB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041.19329329093,6051.8469313283,6172.51332494322,6233.47900724029,6345.50603205519,6451.35660373578,6669.75019700915,6812.77984252281,6928.9920622235,6988.2087787846,7182.62458209741,7452.76788608182,7448.24436165216,7536.51519961367,7697.68880825373,7706.34528133993,8097.88597738653,8292.78625108312,8073.68045109457,8331.62365153898,8648.05344220453,8983.3352008182,9192.03713079784,9386.29272773993,9592.78349484236,10426.571396166,11290.3279425748,11810.4764373754,12297.997835891,12749.8598882955,12981.1329485365,13056.1184397013,13410.7761313629,13832.2215625876,
"Gambia, The",GMB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11231.4921301915,11175.303515338,11124.9479542189,10821.146994156,10640.3556738918,10603.954104546,10833.3704573911,10906.6914597205,11297.7637401151,11604.9908228868,11942.6044422169,11199.9541852797,11642.5983183348,12113.9002229417,11393.2065290644,10958.7067810069,10934.0572657342,11214.0722227771,11557.9054958216,11846.2608917958,10482.7129435261,10703.12975453,10554.641002309,9908.50442705781,9904.15667097924,9686.35527123435,9755.09086378341,10086.1317500814,10479.4095037608,10356.0683712002,10626.7693969543,10866.2079852962,11125.7449221215,11423.98387886,
Guinea-Bissau,GNB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886.57265536117,5776.51821998544,5706.81350730284,5710.17776168712,5805.87884900406,6329.37628412727,6598.86004193995,5035.02155257904,5769.60963809784,5706.31900394921,5816.52167182551,5887.35733194459,5731.85230361248,5655.34536068262,5872.50694555903,5875.98996227714,5869.29341644481,5973.00237533285,5953.43373404464,6113.37018527741,6419.64257825447,6135.66947202347,6157.13952085709,6046.64740631649,6231.26189712885,6384.49415321232,6493.77374614094,6556.72823057826,6682.69719676096,6723.47535505343,6842.51137472902,6965.46627752301,7053.5162343913,7182.32757401182,
