Country,Year,Coffee type,Population,Domestic_Consumption,Import_Consumption,Total_Consumption,Consumption_Per_Capita_kg,Consumption_Per_Capita_g
Dominican Republic,1997,Arabica/Robusta,,19500000.0,,19500000.0,,
Dominican Republic,1998,Arabica/Robusta,,19500000.0,,19500000.0,,
Dominican Republic,1999,Arabica/Robusta,,19500000.0,,19500000.0,,
Dominican Republic,2000,Arabica/Robusta,,19500000.0,,19500000.0,,
Dominican Republic,2001,Arabica/Robusta,,20411880.0,,20411880.0,,
Dominican Republic,2002,Arabica/Robusta,,20411880.0,,20411880.0,,
Dominican Republic,2003,Arabica/Robusta,,20400000.0,,20400000.0,,
Dominican Republic,2004,Arabica/Robusta,,22679880.0,,22679880.0,,
Dominican Republic,2005,Arabica/Robusta,,22679880.0,,22679880.0,,
Dominican Republic,2006,Arabica/Robusta,,22679880.0,,22679880.0,,
Dominican Republic,2007,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2008,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2009,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2010,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2011,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2012,Arabica/Robusta,,22680000.0,,22680000.0,,
Dominican Republic,2013,Arabica/Robusta,,22999980.0,,22999980.0,,
Dominican Republic,2014,Arabica/Robusta,,23280000.0,,23280000.0,,
Dominican Republic,2015,Arabica/Robusta,,23280000.0,,23280000.0,,
Dominican Republic,2016,Arabica/Robusta,,23400000.0,,23400000.0,,
Dominican Republic,2017,Arabica/Robusta,,23400000.0,,23400000.0,,
Dominican Republic,2018,Arabica/Robusta,,23400000.0,,23400000.0,,
Dominican Republic,2019,Arabica/Robusta,,22620000.0,,22620000.0,,
Ecuador,1990,Arabica/Robusta,10473673.0,21000000.0,,21000000.0,2.005027271712607,2005.0272717126072
Ecuador,1991,Arabica/Robusta,10702380.0,21000000.0,,21000000.0,1.962180374832514,1962.180374832514
Ecuador,1992,Arabica/Robusta,10930128.0,21000000.0,,21000000.0,1.9212949747706523,1921.2949747706523
Ecuador,1993,Arabica/Robusta,11154274.0,21000000.0,,21000000.0,1.8826864034360282,1882.6864034360283
Ecuador,1994,Arabica/Robusta,11372197.0,21000000.0,,21000000.0,1.8466088830504783,1846.6088830504784
Ecuador,1995,Arabica/Robusta,11590514.0,21000000.0,,21000000.0,1.8118264642965791,1811.8264642965792
Ecuador,1996,Arabica/Robusta,11810950.0,18000000.0,,18000000.0,1.5240094996592146,1524.0094996592147
Ecuador,1997,Arabica/Robusta,12031127.0,18000000.0,,18000000.0,1.4961191914938643,1496.1191914938643
Ecuador,1998,Arabica/Robusta,12251184.0,18000000.0,,18000000.0,1.4692457480028054,1469.2457480028054
Ecuador,1999,Arabica/Robusta,12470795.0,13800000.0,,13800000.0,1.1065854261897496,1106.5854261897496
Ecuador,2000,Arabica/Robusta,12689206.0,12000000.0,,12000000.0,0.9456856481012287,945.6856481012287
Ecuador,2001,Arabica/Robusta,12910740.0,12000000.0,,12000000.0,0.9294587297087541,929.458729708754
Ecuador,2002,Arabica/Robusta,13138472.0,9000000.0,,9000000.0,0.6850111641597287,685.0111641597288
Ecuador,2003,Arabica/Robusta,13372306.0,9000000.0,,9000000.0,0.6730327588973809,673.0327588973809
Ecuador,2004,Arabica/Robusta,13608701.0,9000000.0,,9000000.0,0.6613415931469139,661.3415931469139
Ecuador,2005,Arabica/Robusta,13846163.0,9000000.0,,9000000.0,0.6499995702780619,649.9995702780619
Ecuador,2006,Arabica/Robusta,14086131.0,9000000.0,,9000000.0,0.6389263311550915,638.9263311550915
Ecuador,2007,Arabica/Robusta,14328773.0,9000000.0,,9000000.0,0.6281068169619269,628.1068169619269
Ecuador,2008,Arabica/Robusta,14575202.0,9000000.0,,9000000.0,0.6174871538658606,617.4871538658606
Ecuador,2009,Arabica/Robusta,14825954.0,9000000.0,,9000000.0,0.6070435669772076,607.0435669772077
Ecuador,2010,Arabica/Robusta,15076695.0,9000000.0,,9000000.0,0.5969478058685939,596.9478058685938
Ecuador,2011,Arabica/Robusta,15326227.0,9000000.0,,9000000.0,0.5872286766990988,587.2286766990989
Ecuador,2012,Arabica/Robusta,15572194.0,9000000.0,,9000000.0,0.5779532415278156,577.9532415278155
Ecuador,2013,Arabica/Robusta,15807128.0,9300000.0,,9300000.0,0.588342170696663,588.342170696663
Ecuador,2014,Arabica/Robusta,16035124.0,9300000.0,,9300000.0,0.5799768059168111,579.9768059168111
Ecuador,2015,Arabica/Robusta,16266225.0,9300000.0,,9300000.0,0.5717368350677554,571.7368350677555
Ecuador,2016,Arabica/Robusta,16505139.0,9300000.0,,9300000.0,0.5634608711868467,563.4608711868467
Ecuador,2017,Arabica/Robusta,16759519.0,9300000.0,,9300000.0,0.554908526909394,554.9085269093939
Ecuador,2018,Arabica/Robusta,17049547.0,9300000.0,,9300000.0,0.5454690379750265,545.4690379750266
Ecuador,2019,Arabica/Robusta,17340021.0,8940000.0,,8940000.0,0.5155703098629465,515.5703098629465
El Salvador,1990,Arabica,5399726.0,10800000.0,,10800000.0,2.0001014866309883,2000.1014866309883
El Salvador,1991,Arabica,5495077.0,10800000.0,,10800000.0,1.9653955713450422,1965.395571345042
El Salvador,1992,Arabica,5585609.0,13800000.0,,13800000.0,2.4706348045486175,2470.6348045486175
El Salvador,1993,Arabica,5659957.0,13800000.0,,13800000.0,2.4381810674533395,2438.1810674533394
El Salvador,1994,Arabica,5714129.0,13800000.0,,13800000.0,2.415066233191445,2415.066233191445
El Salvador,1995,Arabica,5762131.0,16200000.0,,16200000.0,2.811459857472869,2811.459857472869
El Salvador,1996,Arabica,5805286.0,13800000.0,,13800000.0,2.377143865091229,2377.143865091229
El Salvador,1997,Arabica,5844578.0,11500020.0,,11500020.0,1.9676390664988987,1967.6390664988987
El Salvador,1998,Arabica,5880781.0,11500020.0,,11500020.0,1.9555259752063543,1955.5259752063544
El Salvador,1999,Arabica,5913900.0,9198000.0,,9198000.0,1.5553188251407701,1555.31882514077
El Salvador,2000,Arabica,5943366.0,8640000.0,,8640000.0,1.4537216789273957,1453.7216789273957
El Salvador,2001,Arabica,5968060.0,9198000.0,,9198000.0,1.5412043444603438,1541.204344460344
El Salvador,2002,Arabica,5986631.0,9198000.0,,9198000.0,1.5364234074223049,1536.423407422305
El Salvador,2003,Arabica,5998599.0,9198000.0,,9198000.0,1.5333580391021304,1533.3580391021305
El Salvador,2004,Arabica,6004671.0,10350000.0,,10350000.0,1.7236581321441258,1723.6581321441258
El Salvador,2005,Arabica,6005578.0,13446000.0,,13446000.0,2.238918552052775,2238.918552052775
El Salvador,2006,Arabica,6002319.0,15228000.0,,15228000.0,2.5370194419856724,2537.0194419856725
El Salvador,2007,Arabica,6009824.0,15030000.0,,15030000.0,2.5009051845777845,2500.9051845777844
El Salvador,2008,Arabica,6029297.0,14658000.0,,14658000.0,2.4311292012982606,2431.129201298261
El Salvador,2009,Arabica,6048279.0,16098000.0,,16098000.0,2.6615835678215243,2661.5835678215244
El Salvador,2010,Arabica,6068249.0,16560000.0,,16560000.0,2.728958551305327,2728.958551305327
El Salvador,2011,Arabica,6090127.0,16404000.0,,16404000.0,2.693539888412836,2693.5398884128363
El Salvador,2012,Arabica,6113975.0,16596000.0,,16596000.0,2.7144370070208006,2714.4370070208006
El Salvador,2013,Arabica,6138839.0,16500000.0,,16500000.0,2.687804648403387,2687.8046484033866
El Salvador,2014,Arabica,6162955.0,16800000.0,,16800000.0,2.725965060591875,2725.965060591875
El Salvador,2015,Arabica,6183676.0,17100000.0,,17100000.0,2.765345402960957,2765.345402960957
El Salvador,2016,Arabica,6200800.0,17520000.0,,17520000.0,2.8254418784672946,2825.4418784672944
El Salvador,2017,Arabica,6213533.0,18000000.0,,18000000.0,2.8969026156294655,2896.9026156294653
El Salvador,2018,Arabica,6219807.0,18000000.0,,18000000.0,2.8939804723844325,2893.9804723844322
El Salvador,2019,Arabica,6222318.0,17520000.0,,17520000.0,2.8156709444936756,2815.6709444936755
Estonia,1992,,1533091.0,,780000.0,780000.0,0.5087760609122355,508.7760609122355
Estonia,1993,,1494128.0,,2640000.0,2640000.0,1.766916890654616,1766.916890654616
Estonia,1994,,1462514.0,,3780000.0,3780000.0,2.584590643234868,2584.590643234868
Estonia,1995,,1436634.0,,4980000.0,4980000.0,3.466436127782024,3466.436127782024
Estonia,1996,,1415594.0,,5040000.0,5040000.0,3.5603428666693984,3560.3428666693985
Estonia,1997,,1399535.0,,5940000.0,5940000.0,4.244266845773775,4244.2668457737755
Estonia,1998,,1386156.0,,5400000.0,5400000.0,3.8956654229394094,3895.6654229394094
Estonia,1999,,1390244.0,,5700000.0,5700000.0,4.099999712280722,4099.999712280722
Estonia,2000,,1396985.0,,5820000.0,5820000.0,4.1661148831232975,4166.114883123298
Estonia,2001,,1388115.0,,6420000.0,6420000.0,4.624977037205131,4624.977037205131
Estonia,2002,,1379350.0,,6660000.0,6660000.0,4.828361184615942,4828.361184615942
Estonia,2003,,1370720.0,,6840000.0,6840000.0,4.990078207073655,4990.078207073655
Estonia,2004,,1362550.0,,7740000.0,7740000.0,5.680525485303292,5680.525485303292
Estonia,2005,,1354775.0,,8700000.0,8700000.0,6.421730545662564,6421.7305456625645
Estonia,2006,,1346810.0,,10020000.0,10020000.0,7.439802199270869,7439.802199270869
Estonia,2007,,1340680.0,,6060000.0,6060000.0,4.520094280514366,4520.094280514366
Estonia,2008,,1337090.0,,9240000.0,9240000.0,6.910529582900179,6910.529582900179
Estonia,2009,,1334515.0,,7380000.0,7380000.0,5.530098949805734,5530.098949805734
Estonia,2010,,1331475.0,,6300000.0,6300000.0,4.731594660057455,4731.594660057455
Estonia,2011,,1327439.0,,4020000.0,4020000.0,3.0283877451242582,3028.3877451242583
Estonia,2012,,1322696.0,,6240000.0,6240000.0,4.717637310462873,4717.637310462873
Estonia,2013,,1317997.0,,7200000.0,7200000.0,5.462834892643913,5462.834892643913
Estonia,2014,,1314545.0,,7020000.0,7020000.0,5.340250809215356,5340.250809215357
Estonia,2015,,1315407.0,,7140000.0,7140000.0,5.427977804588238,5427.977804588238
Estonia,2016,,1315790.0,,7260000.0,7260000.0,5.517597792960883,5517.597792960883
Estonia,2017,,1317384.0,,6540000.0,6540000.0,4.964383960940774,4964.383960940774
Estonia,2018,,1321977.0,,7560000.0,7560000.0,5.718707662841336,5718.707662841336
Estonia,2019,,1326898.0,,7380000.0,7380000.0,5.561844241230298,5561.8442412302975
Ethiopia,1990,Arabica,47609755.0,72000000.0,,72000000.0,1.5122951168305738,1512.2951168305738
Ethiopia,1991,Arabica,49717198.0,75840000.0,,75840000.0,1.5254278811126887,1525.4278811126887
Ethiopia,1992,Arabica,51853747.0,79860000.0,,79860000.0,1.5401008532710279,1540.100853271028
Ethiopia,1993,Arabica,53708891.0,84120000.0,,84120000.0,1.5662211308738436,1566.2211308738435
Ethiopia,1994,Arabica,55611508.0,88560000.0,,88560000.0,1.5924761472032012,1592.4761472032012
Ethiopia,1995,Arabica,57537335.0,93300000.0,,93300000.0,1.6215558124129315,1621.5558124129313
Ethiopia,1996,Arabica,59467635.0,98220000.0,,98220000.0,1.6516547194116598,1651.6547194116597
Ethiopia,1997,Arabica,61404539.0,103440000.0,,103440000.0,1.6845660220655676,1684.5660220655675
Ethiopia,1998,Arabica,63363524.0,108960000.0,,108960000.0,1.7196013277291837,1719.6013277291838
Ethiopia,1999,Arabica,65374561.0,114720000.0,,114720000.0,1.7548110189221768,1754.8110189221768
Ethiopia,2000,Arabica,67411494.0,120840000.0,,120840000.0,1.7925726434723432,1792.5726434723433
Ethiopia,2001,Arabica,69487762.0,127260000.0,,127260000.0,1.8314016214826432,1831.4016214826431
Ethiopia,2002,Arabica,71635517.0,134040000.0,,134040000.0,1.871138865375956,1871.138865375956
Ethiopia,2003,Arabica,73832663.0,141180000.0,,141180000.0,1.9121618300561636,1912.1618300561636
Ethiopia,2004,Arabica,76077206.0,148680000.0,,148680000.0,1.9543304468883886,1954.3304468883887
Ethiopia,2005,Arabica,78367470.0,156540000.0,,156540000.0,1.9975124882811708,1997.5124882811708
Ethiopia,2006,Arabica,80703490.0,164880000.0,,164880000.0,2.043034322307499,2043.034322307499
Ethiopia,2007,Arabica,83103217.0,173640000.0,,173640000.0,2.0894497983152687,2089.4497983152687
Ethiopia,2008,Arabica,85543668.0,182880000.0,,182880000.0,2.1378554868608157,2137.8554868608157
Ethiopia,2009,Arabica,88007636.0,186540000.0,,186540000.0,2.1195888047714404,2119.58880477144
Ethiopia,2010,Arabica,90538514.0,190260000.0,,190260000.0,2.1014261400402483,2101.4261400402484
Ethiopia,2011,Arabica,93149970.0,194100000.0,,194100000.0,2.083736580913553,2083.7365809135526
Ethiopia,2012,Arabica,95798767.0,197940000.0,,197940000.0,2.066206133947423,2066.206133947423
Ethiopia,2013,Arabica,98438751.0,201900000.0,,201900000.0,2.051021553493705,2051.021553493705
Ethiopia,2014,Arabica,101115610.0,205980000.0,,205980000.0,2.0370741965558037,2037.0741965558036
Ethiopia,2015,Arabica,103867135.0,210060000.0,,210060000.0,2.0223913945445786,2022.3913945445786
Ethiopia,2016,Arabica,106718162.0,214260000.0,,214260000.0,2.007718236376672,2007.7182363766722
Ethiopia,2017,Arabica,109666481.0,218580000.0,,218580000.0,1.9931340734823069,1993.1340734823068
Ethiopia,2018,Arabica,112664152.0,221100000.0,,221100000.0,1.9624698369007385,1962.4698369007385
Ethiopia,2019,Arabica,115737383.0,226860000.0,,226860000.0,1.9601272650168702,1960.12726501687
Finland,1990,,4986431.0,,64200000.0,64200000.0,12.874940012205123,12874.940012205123
Finland,1991,,5013740.0,,57960000.0,57960000.0,11.560232481141822,11560.232481141822
Finland,1992,,5041992.0,,61800000.0,61800000.0,12.257060304736699,12257.060304736699
Finland,1993,,5066447.0,,67740000.0,67740000.0,13.370316515696306,13370.316515696306
Finland,1994,,5088333.0,,63000000.0,63000000.0,12.381265141255495,12381.265141255495
Finland,1995,,5107790.0,,44100000.0,44100000.0,8.633871008792452,8633.871008792452
Finland,1996,,5124573.0,,54060000.0,54060000.0,10.549171609029669,10549.171609029669
Finland,1997,,5139835.0,,56340000.0,56340000.0,10.961441369226833,10961.441369226834
Finland,1998,,5153498.0,,60060000.0,60060000.0,11.65422010448049,11654.22010448049
Finland,1999,,5165474.0,,58740000.0,58740000.0,11.371657276757176,11371.657276757176
Finland,2000,,5176209.0,,58020000.0,58020000.0,11.208975526297335,11208.975526297336
Finland,2001,,5188008.0,,56820000.0,56820000.0,10.952180490084055,10952.180490084056
Finland,2002,,5200598.0,,58200000.0,58200000.0,11.191020724924327,11191.020724924327
Finland,2003,,5213014.0,,57960000.0,57960000.0,11.11832809196369,11118.328091963689
Finland,2004,,5228172.0,,62040000.0,62040000.0,11.86648029177311,11866.48029177311
Finland,2005,,5246096.0,,66120000.0,66120000.0,12.603658034469824,12603.658034469823
Finland,2006,,5266268.0,,62820000.0,62820000.0,11.928751062422194,11928.751062422194
Finland,2007,,5288720.0,,63420000.0,63420000.0,11.991559394333601,11991.5593943336
Finland,2008,,5313399.0,,66900000.0,66900000.0,12.590810515077072,12590.810515077072
Finland,2009,,5338871.0,,63480000.0,63480000.0,11.890154304159063,11890.154304159063
Finland,2010,,5363352.0,,64800000.0,64800000.0,12.08199648279658,12081.99648279658
Finland,2011,,5388272.0,,65580000.0,65580000.0,12.170877787906772,12170.877787906771
Finland,2012,,5413971.0,,64920000.0,64920000.0,11.991198327438399,11991.198327438398
Finland,2013,,5438972.0,,65700000.0,65700000.0,12.079488550409893,12079.488550409893
Finland,2014,,5461512.0,,61800000.0,61800000.0,11.315547782372354,11315.547782372354
Finland,2015,,5479531.0,,66600000.0,66600000.0,12.154324886564197,12154.324886564196
Finland,2016,,5495303.0,,68820000.0,68820000.0,12.523422275350422,12523.422275350422
Finland,2017,,5508214.0,,63720000.0,63720000.0,11.568177997441639,11568.177997441639
Finland,2018,,5515525.0,,66360000.0,66360000.0,12.031492922251282,12031.492922251282
Finland,2019,,5521606.0,,80880000.0,80880000.0,14.647912219741865,14647.912219741866
France,1990,,58261012.0,,312300000.0,312300000.0,5.360360029448167,5360.360029448167
France,1991,,58554242.0,,333420000.0,333420000.0,5.694207432486275,5694.207432486275
France,1992,,58846584.0,,336840000.0,336840000.0,5.7240365897874375,5724.036589787437
France,1993,,59103094.0,,330420000.0,330420000.0,5.590570266930526,5590.5702669305265
France,1994,,59324863.0,,306660000.0,306660000.0,5.16916490814315,5169.164908143151
France,1995,,59541294.0,,318780000.0,318780000.0,5.353931340491189,5353.931340491189
France,1996,,59754504.0,,330720000.0,330720000.0,5.534645555755931,5534.645555755931
France,1997,,59968066.0,,329220000.0,329220000.0,5.489921919442925,5489.921919442925
France,1998,,60190684.0,,321060000.0,321060000.0,5.334048039726547,5334.048039726546
France,1999,,60501986.0,,334680000.0,334680000.0,5.531719239761816,5531.7192397618155
France,2000,,60918661.0,,324120000.0,324120000.0,5.320537166764056,5320.537166764056
France,2001,,61364377.0,,315180000.0,315180000.0,5.136204674578543,5136.204674578543
France,2002,,61812142.0,,331560000.0,331560000.0,5.363994666290646,5363.994666290646
France,2003,,62249855.0,,323640000.0,323640000.0,5.199048254811196,5199.048254811196
France,2004,,62707588.0,,295740000.0,295740000.0,4.7161756564452775,4716.175656445277
France,2005,,63180854.0,,287220000.0,287220000.0,4.545997431437062,4545.997431437062
France,2006,,63622342.0,,316680000.0,316680000.0,4.977496741632051,4977.496741632051
France,2007,,64016890.0,,337680000.0,337680000.0,5.274857932023877,5274.857932023877
France,2008,,64375116.0,,309120000.0,309120000.0,4.8018554250061465,4801.855425006146
France,2009,,64706436.0,,340620000.0,340620000.0,5.26408223132549,5264.082231325489
France,2010,,65026211.0,,342780000.0,342780000.0,5.271412784607733,5271.412784607734
France,2011,,65340830.0,,357720000.0,357720000.0,5.474677931088418,5474.677931088418
France,2012,,65657659.0,,347400000.0,347400000.0,5.291081121244362,5291.081121244362
France,2013,,65997932.0,,342420000.0,342420000.0,5.188344386305922,5188.344386305922
France,2014,,66312067.0,,357240000.0,357240000.0,5.387254781245169,5387.254781245169
France,2015,,66548272.0,,335460000.0,335460000.0,5.040852150150496,5040.852150150496
France,2016,,66724104.0,,322500000.0,322500000.0,4.83333579121572,4833.335791215721
France,2017,,66918020.0,,333000000.0,333000000.0,4.976238089531041,4976.238089531041
France,2018,,67158348.0,,359160000.0,359160000.0,5.34795763588467,5347.957635884671
France,2019,,67382061.0,,371520000.0,371520000.0,5.5136336657912555,5513.633665791255
Gabon,1990,Robusta,983734.0,102000.0,,102000.0,0.10368656567730708,103.68656567730709
Gabon,1991,Robusta,1010818.0,60000.0,,60000.0,0.05935786659913061,59.35786659913061
Gabon,1992,Robusta,1038380.0,48000.0,,48000.0,0.04622585180762341,46.225851807623414
Gabon,1993,Robusta,1066405.0,48000.0,,48000.0,0.04501104177118449,45.011041771184495
Gabon,1994,Robusta,1094720.0,60000.0,,60000.0,0.05480853551593101,54.80853551593101
Gabon,1995,Robusta,1123213.0,48000.0,,48000.0,0.04273454812221725,42.73454812221725
Gabon,1996,Robusta,1152015.0,49980.0,,49980.0,0.04338485175974271,43.38485175974271
Gabon,1997,Robusta,1181439.0,48000.0,,48000.0,0.040628420087706604,40.6284200877066
Gabon,1998,Robusta,1211736.0,48000.0,,48000.0,0.0396125888807463,39.6125888807463
Gabon,1999,Robusta,1243016.0,42900.0,,42900.0,0.0345128300842467,34.5128300842467
Gabon,2000,Robusta,1275572.0,18000.0,,18000.0,0.014111316334946205,14.111316334946205
Gabon,2001,Robusta,1309589.0,18000.0,,18000.0,0.013744770305798232,13.744770305798232
Gabon,2002,Robusta,1345135.0,18000.0,,18000.0,0.013381556498046664,13.381556498046663
Gabon,2003,Robusta,1382350.0,18000.0,,18000.0,0.013021304300647449,13.021304300647449
Gabon,2004,Robusta,1421609.0,18000.0,,18000.0,0.012661709372971048,12.661709372971048
Gabon,2005,Robusta,1463495.0,18000.0,,18000.0,0.012299324562092798,12.299324562092798
Gabon,2006,Robusta,1508337.0,18000.0,,18000.0,0.011933672647425609,11.93367264742561
Gabon,2007,Robusta,1556237.0,18000.0,,18000.0,0.011566361678844546,11.566361678844546
Gabon,2008,Robusta,1607175.0,16500.0,,16500.0,0.010266461337439917,10.266461337439917
Gabon,2009,Robusta,1661556.0,15000.0,,15000.0,0.009027682485573764,9.027682485573765
Gabon,2010,Robusta,1719879.0,56820.0,,56820.0,0.03303720785008713,33.03720785008713
Gabon,2011,Robusta,1781985.0,61920.0,,61920.0,0.03474776723709796,34.74776723709796
Gabon,2012,Robusta,1846889.0,58020.0,,58020.0,0.0314149902890753,31.414990289075302
Gabon,2013,Robusta,1913059.0,34980.0,,34980.0,0.018284851643362802,18.284851643362803
Gabon,2014,Robusta,1978399.0,31020.0,,31020.0,0.015679344763114014,15.679344763114015
Gabon,2015,Robusta,2040989.0,30000.0,,30000.0,0.014698756338226223,14.698756338226223
Gabon,2016,Robusta,2100306.0,30000.0,,30000.0,0.014283632956340648,14.283632956340648
Gabon,2017,Robusta,2156900.0,30000.0,,30000.0,0.01390885066530669,13.90885066530669
Gabon,2018,Robusta,2212318.0,30000.0,,30000.0,0.01356043751395595,13.56043751395595
Gabon,2019,Robusta,2267706.0,30000.0,,30000.0,0.013229228127455675,13.229228127455675
Germany,1990,,79433029.0,,436740000.0,436740000.0,5.498216617170673,5498.216617170673
Germany,1991,,80013896.0,,742620000.0,742620000.0,9.281137866352614,9281.137866352614
Germany,1992,,80624598.0,,574200000.0,574200000.0,7.121895975220863,7121.895975220863
Germany,1993,,81156363.0,,679500000.0,679500000.0,8.372726116373649,8372.72611637365
Germany,1994,,81438348.0,,492840000.0,492840000.0,6.051694467083247,6051.694467083247
Germany,1995,,81678051.0,,673860000.0,673860000.0,8.250196861333041,8250.196861333041
Germany,1996,,81914831.0,,635640000.0,635640000.0,7.759766970647843,7759.766970647843
Germany,1997,,82034771.0,,580200000.0,580200000.0,7.0726107104023,7072.610710402299
Germany,1998,,82047195.0,,598560000.0,598560000.0,7.295313386399132,7295.3133863991325
Germany,1999,,82100243.0,,584880000.0,584880000.0,7.123974042317999,7123.974042317999
Germany,2000,,82211508.0,,526200000.0,526200000.0,6.400563775086087,6400.563775086087
Germany,2001,,82349925.0,,543540000.0,543540000.0,6.600370309991175,6600.3703099911745
Germany,2002,,82488495.0,,509880000.0,509880000.0,6.1812256363751095,6181.225636375109
Germany,2003,,82534176.0,,569940000.0,569940000.0,6.905503000357088,6905.503000357088
Germany,2004,,82516260.0,,626700000.0,626700000.0,7.594866757170041,7594.866757170041
Germany,2005,,82469422.0,,519900000.0,519900000.0,6.3041547690245725,6304.1547690245725
Germany,2006,,82376451.0,,549060000.0,549060000.0,6.66525436984412,6665.2543698441195
Germany,2007,,82266372.0,,517620000.0,517620000.0,6.291999846547262,6291.999846547262
Germany,2008,,82110097.0,,572100000.0,572100000.0,6.967474414261135,6967.474414261135
Germany,2009,,81902307.0,,533820000.0,533820000.0,6.517765122293808,6517.7651222938075
Germany,2010,,81776930.0,,557520000.0,557520000.0,6.817570676717749,6817.570676717749
Germany,2011,,80274983.0,,567600000.0,567600000.0,7.070695985074204,7070.695985074204
Germany,2012,,80425823.0,,529800000.0,529800000.0,6.587436475471317,6587.436475471317
Germany,2013,,80645605.0,,562680000.0,562680000.0,6.977193611480749,6977.1936114807495
Germany,2014,,80982500.0,,520920000.0,520920000.0,6.432500848948847,6432.500848948847
Germany,2015,,81686611.0,,505260000.0,505260000.0,6.185346580236999,6185.346580236999
Germany,2016,,82348669.0,,514980000.0,514980000.0,6.253652988611146,6253.652988611146
Germany,2017,,82657002.0,,513300000.0,513300000.0,6.210000212686156,6210.0002126861555
Germany,2018,,82905782.0,,507660000.0,507660000.0,6.123336488159535,6123.336488159535
Germany,2019,,83092962.0,,520200000.0,520200000.0,6.260458015686094,6260.458015686094
Ghana,1990,Robusta,15394648.0,1020000.0,,1020000.0,0.06625679262039638,66.25679262039638
Ghana,1991,Robusta,15787496.0,1020000.0,,1020000.0,0.06460809237893077,64.60809237893076
Ghana,1992,Robusta,16184855.0,1020000.0,,1020000.0,0.0630218806408831,63.0218806408831
Ghana,1993,Robusta,16589519.0,1020000.0,,1020000.0,0.061484603622323226,61.48460362232323
Ghana,1994,Robusta,16993190.0,1680000.0,,1680000.0,0.09886313281967658,98.86313281967658
Ghana,1995,Robusta,17399017.0,1680000.0,,1680000.0,0.09655717906362181,96.5571790636218
Ghana,1996,Robusta,17810181.0,180000.0,,180000.0,0.010106578928086132,10.106578928086131
Ghana,1997,Robusta,18238958.0,180000.0,,180000.0,0.009868984840033077,9.868984840033077
Ghana,1998,Robusta,18688036.0,60000.0,,60000.0,0.00321061025353333,3.2106102535333303
Ghana,1999,Robusta,19149864.0,60000.0,,60000.0,0.0031331815202447393,3.1331815202447393
Ghana,2000,Robusta,19637087.0,60000.0,,60000.0,0.0030554429992595135,3.0554429992595136
Ghana,2001,Robusta,20167069.0,60000.0,,60000.0,0.002975147256153088,2.975147256153088
Ghana,2002,Robusta,20729388.0,60000.0,,60000.0,0.002894441456737652,2.8944414567376517
Ghana,2003,Robusta,21296705.0,60000.0,,60000.0,0.0028173372359714803,2.8173372359714803
Ghana,2004,Robusta,21868298.0,95400.0,,95400.0,0.004362479421123674,4.362479421123674
Ghana,2005,Robusta,22449438.0,95400.0,,95400.0,0.00424954958783378,4.24954958783378
Ghana,2006,Robusta,23040702.0,60000.0,,60000.0,0.0026040873233810326,2.6040873233810324
Ghana,2007,Robusta,23642279.0,120000.0,,120000.0,0.0050756528167187264,5.075652816718726
Ghana,2008,Robusta,24249946.0,120000.0,,120000.0,0.004948464627508861,4.948464627508861
Ghana,2009,Robusta,24862664.0,120000.0,,120000.0,0.004826514165979961,4.826514165979961
Ghana,2010,Robusta,25474995.0,120000.0,,120000.0,0.004710501415211269,4.710501415211269
Ghana,2011,Robusta,26095088.0,120000.0,,120000.0,0.004598566596134874,4.598566596134874
Ghana,2012,Robusta,26734268.0,120000.0,,120000.0,0.0044886211210271405,4.4886211210271405
Ghana,2013,Robusta,27386193.0,120000.0,,120000.0,0.004381770040107437,4.381770040107437
Ghana,2014,Robusta,28041592.0,120000.0,,120000.0,0.004279357605659479,4.279357605659479
Ghana,2015,Robusta,28696068.0,120000.0,,120000.0,0.004181757584349187,4.181757584349187
Ghana,2016,Robusta,29356742.0,120000.0,,120000.0,0.004087647055657607,4.087647055657607
Ghana,2017,Robusta,30008354.0,120000.0,,120000.0,0.003998886443421722,3.998886443421722
Ghana,2018,Robusta,30637585.0,120000.0,,120000.0,0.003916757799284768,3.9167577992847677
Ghana,2019,Robusta,31258945.0,120000.0,,120000.0,0.003838901152933984,3.838901152933984
Greece,1990,,10196792.0,,37860000.0,37860000.0,3.7129324595421775,3712.9324595421776
Greece,1991,,10319927.0,,23220000.0,23220000.0,2.2500159158102573,2250.0159158102574
Greece,1992,,10399061.0,,19200000.0,19200000.0,1.8463205475955955,1846.3205475955956
Greece,1993,,10460415.0,,8880000.0,8880000.0,0.8489146941110846,848.9146941110846
Greece,1994,,10512922.0,,21360000.0,21360000.0,2.031785263887623,2031.785263887623
Greece,1995,,10562153.0,,22980000.0,22980000.0,2.175692777788771,2175.692777788771
Greece,1996,,10608800.0,,42900000.0,42900000.0,4.0438126838096675,4043.8126838096673
Greece,1997,,10661259.0,,44340000.0,44340000.0,4.158983474653415,4158.983474653415
Greece,1998,,10720509.0,,40080000.0,40080000.0,3.7386284550481697,3738.6284550481696
Greece,1999,,10761698.0,,38460000.0,38460000.0,3.5737854751174023,3573.7854751174023
